price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3691128,3110,2,2,0,yes,no,yes,no,no,2,no,unfurnished
7650092,5985,4,1,4,yes,no,yes,no,no,0,no,semi-furnished
7751134,6592,3,1,4,yes,no,no,no,no,1,yes,semi-furnished
4782835,3565,4,1,2,yes,no,no,no,no,0,no,furnished
3651762,5846,3,1,1,yes,no,no,no,yes,0,yes,unfurnished
8974553,8418,2,2,3,yes,no,no,no,yes,1,no,semi-furnished
3325197,4051,2,0,1,yes,no,yes,no,no,0,no,semi-furnished
4077587,4427,2,0,1,yes,yes,no,no,yes,1,no,semi-furnished
5927958,6623,3,0,0,yes,yes,yes,no,no,1,no,semi-furnished
3006283,2730,2,1,0,no,no,no,no,no,1,no,semi-furnished
3502414,3527,3,1,1,yes,no,yes,no,no,0,no,semi-furnished
4116814,4072,4,1,1,yes,no,yes,no,yes,0,no,furnished
5987347,6670,2,0,1,yes,no,no,no,no,2,no,unfurnished
2798478,3587,2,1,1,yes,yes,yes,yes,no,1,no,semi-furnished
3862625,3807,1,1,0,yes,no,no,no,no,0,no,semi-furnished
4730418,6326,2,0,2,no,no,yes,no,no,1,yes,unfurnished
3986011,2393,4,1,0,yes,no,no,no,yes,0,no,semi-furnished
5737330,4723,3,0,1,yes,yes,no,no,no,0,no,semi-furnished
4948249,4919,1,0,1,yes,yes,yes,no,yes,0,no,unfurnished
5940693,6101,2,1,3,no,no,no,no,no,0,no,unfurnished
5186197,8473,2,0,0,yes,yes,no,yes,no,1,no,furnished
2719991,2886,2,0,0,yes,no,no,no,yes,0,no,unfurnished
6023757,7206,3,0,2,yes,no,no,no,no,0,no,furnished
4681289,4283,2,1,0,yes,yes,no,no,no,0,no,semi-furnished
5595196,6221,3,2,0,no,yes,yes,no,no,2,no,unfurnished
2834795,4346,2,1,1,yes,no,no,no,no,1,no,unfurnished
5653848,6042,2,1,4,no,no,no,no,no,0,yes,semi-furnished
3418710,3648,3,0,1,yes,no,no,no,no,0,no,semi-furnished
4311733,4946,2,1,1,yes,no,yes,no,no,0,no,unfurnished
5504011,4405,4,1,1,yes,no,no,no,no,1,no,semi-furnished
4584230,4992,3,1,1,yes,no,yes,no,no,0,no,furnished
5014813,4388,1,0,0,yes,no,yes,no,no,0,no,unfurnished
6313362,6574,3,1,2,yes,no,yes,no,no,0,no,furnished
4893640,6343,3,0,0,yes,no,no,no,no,2,no,unfurnished
5015813,7944,2,1,1,yes,no,no,no,yes,0,no,unfurnished
3186157,3669,3,1,1,yes,no,no,no,no,0,no,unfurnished
5936733,4524,5,1,1,yes,no,yes,no,no,0,no,semi-furnished
3605745,4551,1,1,1,no,no,no,no,yes,0,no,furnished
3658943,3567,2,1,0,yes,no,no,no,yes,0,no,unfurnished
4067298,3654,2,1,2,yes,no,no,no,no,0,no,semi-furnished
3405907,2291,3,0,1,yes,no,no,no,no,0,no,furnished
4453608,3440,3,0,1,yes,no,no,no,no,0,yes,semi-furnished
7646836,6116,4,2,4,yes,no,yes,no,yes,1,no,unfurnished
3362303,5405,1,0,0,yes,no,yes,no,yes,0,no,semi-furnished
3969523,2134,2,0,2,yes,yes,no,no,no,0,no,unfurnished
2681794,3351,2,0,1,yes,no,no,no,no,1,yes,semi-furnished
3210471,2898,2,0,1,yes,no,no,no,no,0,no,semi-furnished
4300151,8253,2,0,0,yes,yes,no,no,no,2,yes,semi-furnished
5329611,8373,2,1,2,yes,no,no,no,no,2,no,furnished
3829826,5918,1,0,0,yes,no,no,no,no,1,no,furnished
3808119,5846,2,1,2,yes,no,yes,no,no,0,no,unfurnished
8376246,4942,4,2,2,yes,yes,no,no,no,0,no,furnished
5747634,6339,3,2,3,yes,no,no,no,no,0,no,unfurnished
4862314,6124,2,1,0,yes,no,no,yes,no,2,no,semi-furnished
6719342,6525,3,0,2,yes,no,yes,no,no,0,yes,unfurnished
5989972,6503,3,2,3,no,no,no,no,yes,0,no,semi-furnished
6645187,5920,3,1,4,yes,yes,no,no,yes,0,no,furnished
5504215,6259,3,0,3,yes,no,no,no,yes,0,no,furnished
5465755,6868,3,0,1,yes,no,no,no,no,0,no,furnished
3401659,3840,4,1,2,yes,no,yes,no,no,0,no,furnished
6685903,6467,3,1,2,no,no,yes,no,no,0,no,semi-furnished
5086266,3759,1,0,1,yes,no,yes,no,yes,0,yes,semi-furnished
4346896,4427,1,0,0,yes,no,no,no,no,1,no,unfurnished
7941019,6092,3,2,4,yes,no,no,no,no,1,no,unfurnished
3864678,1936,4,2,0,yes,no,no,no,no,0,no,furnished
4639940,4042,2,0,2,yes,no,no,no,no,0,no,unfurnished
3906420,3080,3,0,2,yes,no,no,no,no,0,yes,semi-furnished
5524388,6856,2,0,0,yes,no,yes,no,no,0,yes,semi-furnished
5787379,6319,3,1,0,yes,yes,no,no,no,1,no,semi-furnished
4389370,4145,2,0,2,yes,no,no,no,no,0,yes,semi-furnished
4610019,10058,3,1,0,yes,no,yes,no,no,0,no,unfurnished
4044368,3958,4,2,1,yes,no,no,no,no,0,no,semi-furnished
8725546,4345,2,0,1,yes,no,no,no,yes,2,yes,semi-furnished
5906275,6578,3,2,3,yes,no,yes,no,no,1,no,semi-furnished
4909201,5876,1,1,0,yes,no,no,no,no,0,no,semi-furnished
6446276,8476,5,2,1,yes,no,no,no,no,2,no,furnished
12085531,7449,3,1,2,no,no,no,no,no,2,no,unfurnished
3726932,8396,2,1,0,yes,no,no,no,no,0,no,furnished
3279634,4050,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
5098634,4440,4,2,2,yes,no,no,no,no,1,yes,semi-furnished
3510512,2627,3,0,1,yes,no,no,no,no,0,no,semi-furnished
6154983,3201,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
4292141,2845,2,0,2,yes,no,yes,no,no,0,no,unfurnished
5732196,5728,3,2,4,yes,no,yes,no,yes,0,no,furnished
3497296,2973,2,0,1,yes,yes,yes,no,no,2,no,semi-furnished
8171673,5961,3,3,2,yes,yes,yes,no,no,1,no,furnished
3487502,3449,3,0,1,yes,no,yes,no,yes,1,no,unfurnished
2868102,3905,1,1,1,yes,no,no,no,yes,0,no,semi-furnished
6146347,6478,2,0,3,yes,yes,no,no,no,0,no,semi-furnished
4024502,4274,2,1,1,no,no,no,no,no,1,yes,semi-furnished
3675893,5597,2,0,0,yes,no,no,no,no,0,no,furnished
3560715,3586,5,1,2,yes,yes,no,no,no,1,no,semi-furnished
3573914,4209,2,0,1,yes,no,no,no,yes,2,no,unfurnished
3596060,3142,2,1,1,yes,no,no,no,no,0,no,semi-furnished
2193750,3304,1,1,0,yes,no,no,no,no,0,no,furnished
3036462,3728,2,0,1,yes,no,yes,no,no,0,yes,unfurnished
3923051,8007,2,1,1,yes,no,no,no,no,1,no,furnished
4258625,4412,2,2,2,yes,no,yes,no,no,1,no,unfurnished
5790144,5727,2,2,4,yes,no,no,no,yes,0,yes,semi-furnished
6651801,4272,3,1,2,yes,no,no,no,no,0,no,unfurnished
2556478,4985,2,1,2,yes,no,yes,no,no,0,no,unfurnished
4588090,3637,2,1,2,no,no,no,no,no,1,no,semi-furnished
5026962,8023,3,0,1,yes,no,yes,no,yes,1,no,unfurnished
4977154,6568,2,1,0,no,no,yes,no,no,0,no,semi-furnished
4147180,6456,2,0,0,yes,no,no,no,no,0,yes,semi-furnished
3277829,3035,3,1,1,yes,no,no,no,yes,0,no,unfurnished
4874822,6198,2,0,0,yes,no,yes,no,no,1,no,semi-furnished
4135278,4077,2,1,2,yes,no,yes,no,yes,1,yes,semi-furnished
7159910,7792,4,1,3,yes,no,no,no,yes,0,no,semi-furnished
4217990,2115,2,0,2,yes,yes,no,no,no,0,yes,semi-furnished
3443901,7373,3,1,0,yes,no,yes,no,no,0,yes,unfurnished
7340431,5225,3,2,3,no,yes,no,no,yes,1,no,semi-furnished
3652096,5418,2,0,0,yes,yes,no,no,no,1,no,semi-furnished
2668539,5065,4,1,2,yes,yes,yes,no,yes,0,no,unfurnished
4539342,2465,2,0,1,yes,no,no,no,yes,0,no,unfurnished
2458267,2847,4,2,2,yes,no,yes,no,no,0,no,unfurnished
7313365,11383,3,1,1,yes,no,no,no,yes,0,no,semi-furnished
4793712,4000,2,0,2,yes,no,no,no,yes,0,yes,furnished
4820083,5206,2,1,4,no,yes,no,no,yes,0,no,furnished
5300645,4225,4,0,2,yes,no,no,no,no,0,no,unfurnished
3879529,3006,1,1,1,yes,no,no,no,yes,0,no,semi-furnished
3407661,4325,2,1,1,yes,no,no,no,yes,0,no,furnished
7439129,6604,3,0,3,yes,no,no,no,yes,2,no,semi-furnished
4784903,6353,2,1,2,yes,no,no,no,no,1,no,furnished
4144574,5912,1,0,1,yes,no,no,yes,no,1,no,unfurnished
8104600,8870,2,1,0,yes,no,no,no,no,0,no,furnished
4596380,3433,3,1,1,yes,no,no,no,yes,0,no,semi-furnished
3663816,12783,3,1,1,yes,no,no,no,no,0,no,semi-furnished
9152941,5910,4,0,2,yes,no,yes,no,no,1,no,furnished
5622032,4562,4,1,1,yes,yes,yes,no,no,0,no,unfurnished
3480655,3954,2,0,1,no,no,no,no,no,0,no,furnished
2560995,2860,2,0,1,no,no,yes,no,yes,0,no,unfurnished
5951672,6488,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
3714649,3507,1,0,0,yes,no,no,no,yes,0,no,furnished
10928061,7440,3,3,1,yes,yes,yes,no,no,2,no,semi-furnished
3044472,2185,3,0,2,no,no,yes,no,no,0,no,semi-furnished
3678683,3134,2,0,2,yes,yes,no,no,yes,0,no,semi-furnished
3645047,4527,1,1,1,yes,no,no,no,no,0,no,semi-furnished
3089558,9022,3,0,1,yes,no,no,no,no,1,no,unfurnished
3434361,2213,2,0,2,yes,no,no,no,no,0,no,semi-furnished
2582996,2852,1,1,0,yes,yes,no,no,no,0,yes,unfurnished
2140203,2997,3,0,2,no,no,no,no,no,0,no,semi-furnished
3629296,4474,4,1,1,yes,no,no,no,yes,2,yes,semi-furnished
3932846,5329,3,0,0,yes,no,yes,no,no,2,no,furnished
2061458,2359,2,1,2,yes,no,no,no,no,0,no,unfurnished
5402834,6662,3,1,1,yes,no,no,yes,no,0,yes,unfurnished
3578884,2867,1,1,2,yes,no,no,no,yes,0,yes,unfurnished
3356235,3464,2,1,0,yes,yes,no,no,yes,1,no,unfurnished
3559580,3662,2,2,0,yes,no,no,no,yes,0,no,furnished
1601949,2983,2,1,0,yes,no,yes,no,no,0,no,unfurnished
4155919,3853,3,1,1,yes,yes,no,no,no,0,yes,semi-furnished
5581362,7898,2,0,0,no,no,yes,no,no,2,no,unfurnished
3817648,4928,3,1,1,yes,no,yes,no,no,0,no,semi-furnished
3220830,4081,2,2,1,yes,yes,no,no,no,0,no,semi-furnished
3888001,6402,3,0,1,yes,no,no,no,no,1,yes,unfurnished
4879086,6418,2,0,1,yes,yes,yes,no,no,0,no,semi-furnished
3333027,13013,2,1,0,yes,no,no,no,no,0,no,furnished
1782865,1872,2,1,2,yes,no,no,yes,no,0,yes,unfurnished
7102657,6425,3,1,1,no,no,yes,no,yes,0,no,semi-furnished
2778048,3916,4,1,1,yes,no,no,no,no,0,yes,semi-furnished
1925981,2966,1,1,0,no,no,no,no,no,1,no,semi-furnished
4815639,4742,2,0,0,yes,no,no,no,yes,0,yes,semi-furnished
3556867,3676,1,0,0,yes,no,no,no,yes,1,yes,furnished
5009884,6565,3,1,1,yes,no,yes,no,no,0,no,furnished
3195791,3004,3,0,0,yes,no,no,no,no,0,no,semi-furnished
5387459,6774,3,2,1,yes,no,no,no,yes,0,no,unfurnished
4364211,4806,3,0,1,yes,no,yes,no,no,1,no,semi-furnished
5638351,6684,3,1,1,yes,no,no,no,yes,1,no,unfurnished
6579482,5981,3,1,2,yes,yes,yes,no,no,0,yes,unfurnished
3568793,1833,2,1,2,yes,no,no,no,no,0,no,furnished
3773376,3343,2,1,1,yes,no,no,no,yes,0,no,furnished
4413737,4910,2,1,1,yes,no,yes,no,yes,0,no,semi-furnished
8287443,6125,2,3,1,yes,no,yes,no,no,0,no,unfurnished
5840730,6069,3,1,3,yes,yes,no,no,yes,0,yes,semi-furnished
5891909,4674,2,0,2,yes,no,yes,no,no,0,no,semi-furnished
4218437,2945,3,0,2,yes,yes,yes,yes,yes,0,no,semi-furnished
13182861,7387,3,2,3,yes,no,no,no,yes,1,no,semi-furnished
2976599,8051,1,1,0,yes,no,no,no,no,0,no,semi-furnished
5364265,2806,4,2,2,yes,no,yes,no,no,0,no,semi-furnished
3843858,3966,2,1,1,yes,no,yes,no,no,0,no,semi-furnished
8799568,7178,2,2,0,no,yes,no,no,yes,1,no,unfurnished
4033847,3748,2,0,2,yes,yes,no,no,yes,0,no,unfurnished
2969453,2635,2,0,1,no,yes,yes,no,no,0,no,furnished
5916798,7996,2,1,1,yes,no,no,no,yes,2,yes,semi-furnished
4381886,8230,2,1,1,yes,no,yes,no,no,0,no,semi-furnished
6451982,8212,3,1,3,yes,no,no,no,no,0,no,unfurnished
6280550,4276,3,1,2,yes,no,no,no,no,1,yes,semi-furnished
5019206,5650,1,0,1,yes,no,yes,no,yes,0,no,semi-furnished
4975164,2821,2,1,2,yes,no,yes,no,no,0,no,semi-furnished
4486600,3823,1,0,0,no,no,no,yes,no,0,no,unfurnished
3365522,3968,2,1,1,yes,yes,no,no,no,0,no,furnished
4230648,5761,3,1,0,yes,no,no,no,no,2,no,semi-furnished
8336161,5432,3,1,2,no,no,no,no,no,0,no,furnished
8810645,7124,2,1,0,yes,no,yes,no,no,1,no,semi-furnished
1938790,1875,2,1,1,yes,no,no,no,yes,0,yes,unfurnished
5593995,5794,2,1,3,yes,yes,yes,no,no,0,no,furnished
4783899,6430,2,1,0,yes,no,no,no,no,3,no,semi-furnished
5683086,10386,4,1,1,yes,yes,no,no,no,1,no,semi-furnished
3120368,4296,3,1,1,yes,no,yes,no,no,1,no,furnished
5606182,5341,4,0,1,yes,no,no,no,no,0,no,unfurnished
5582072,5596,3,2,1,yes,no,yes,no,no,0,no,furnished
5414326,3066,2,1,0,yes,no,yes,no,no,0,no,furnished
3880881,4075,1,1,0,no,yes,no,yes,no,0,yes,unfurnished
4137737,3664,3,2,2,yes,no,no,no,yes,0,no,furnished
5923193,11497,2,1,2,no,no,no,no,no,1,no,semi-furnished
3841699,8373,1,1,1,yes,no,yes,no,no,1,no,unfurnished
3003161,2857,2,0,0,yes,no,yes,no,no,0,yes,semi-furnished
3016843,5121,3,0,1,yes,no,no,no,yes,0,no,semi-furnished
3261820,2660,2,0,1,yes,yes,no,no,no,1,no,semi-furnished
5078375,6609,3,1,0,yes,no,yes,no,yes,0,no,furnished
3411709,7208,2,1,0,yes,no,no,no,no,0,yes,unfurnished
3946610,7132,2,1,1,yes,no,no,no,no,3,no,semi-furnished
3277960,3255,4,0,2,yes,yes,no,no,no,0,no,semi-furnished
4518460,5273,3,1,3,no,no,no,no,no,0,no,furnished
4180687,5778,2,1,0,yes,no,no,no,no,1,no,semi-furnished
3989907,4023,4,0,0,yes,no,yes,no,yes,0,no,unfurnished
4432076,4847,2,0,1,yes,no,no,no,yes,2,no,furnished
4301702,4216,2,0,0,yes,no,no,no,no,1,no,furnished
4765683,2690,2,1,1,yes,no,no,no,yes,1,no,furnished
5319355,6531,3,1,2,yes,no,no,no,no,0,no,furnished
7204375,5969,2,1,1,yes,yes,no,no,no,0,yes,semi-furnished
6561366,3699,2,1,1,yes,no,no,no,no,2,no,unfurnished
5531536,5913,3,1,4,yes,no,no,no,no,0,no,semi-furnished
3782480,5972,1,0,0,yes,no,no,no,yes,2,no,unfurnished
5889945,6627,4,1,2,yes,no,no,no,no,0,yes,unfurnished
4943153,4329,3,0,2,yes,yes,no,no,no,0,yes,unfurnished
7862589,6148,2,1,4,yes,no,no,no,no,1,no,semi-furnished
5367122,6948,3,0,1,yes,no,no,no,no,0,yes,furnished
4847364,4512,4,2,2,yes,no,no,no,no,1,no,furnished
3038674,3964,2,0,2,yes,no,no,no,no,0,no,semi-furnished
3999347,3278,1,0,1,no,no,yes,no,yes,1,no,unfurnished
6715402,5873,2,0,2,yes,no,no,no,no,1,no,semi-furnished
6936868,5852,3,0,0,yes,no,no,no,yes,0,no,semi-furnished
3287348,4855,2,0,1,no,yes,no,no,no,1,yes,semi-furnished
3144981,8170,2,1,1,yes,no,no,no,no,1,no,unfurnished
1750609,3944,3,1,1,yes,yes,no,no,no,0,no,unfurnished
5344628,6311,3,1,0,yes,no,no,no,no,0,no,unfurnished
5645994,5797,2,2,3,no,no,no,no,no,0,no,semi-furnished
6257139,6408,2,2,0,no,no,no,no,no,0,yes,furnished
6660251,6134,3,1,3,no,no,yes,no,no,0,yes,furnished
6007088,3714,3,0,2,yes,no,no,no,no,0,yes,unfurnished
5748285,5290,2,1,1,yes,no,no,no,no,0,yes,unfurnished
2952804,4170,4,0,1,no,no,yes,no,no,1,no,unfurnished
9363160,6601,3,2,1,yes,yes,no,no,yes,1,yes,semi-furnished
4160656,4086,1,1,1,no,no,yes,no,no,1,no,semi-furnished
3453403,6039,2,1,0,yes,yes,yes,no,no,1,no,unfurnished
5752351,7109,2,0,1,yes,no,no,no,yes,2,no,unfurnished
3603328,3511,2,0,2,yes,no,no,no,no,0,no,unfurnished
5056743,11453,2,1,1,no,no,no,no,no,0,no,unfurnished
10836936,7556,2,3,0,yes,no,no,no,no,2,no,semi-furnished
5870487,5609,2,1,2,yes,yes,no,no,no,0,no,semi-furnished
2699740,4138,2,0,2,yes,no,no,no,no,0,no,furnished
6293208,6689,3,1,3,yes,no,no,no,no,0,no,semi-furnished
8527732,8100,4,1,2,yes,no,no,no,no,1,no,furnished
6130057,3224,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
3221563,7549,2,0,1,yes,yes,yes,no,yes,0,yes,semi-furnished
3982513,3001,3,1,3,yes,no,no,no,no,2,no,furnished
6331960,6316,3,0,0,no,no,yes,no,no,1,no,furnished
5187512,8075,3,0,1,yes,no,no,no,no,0,no,furnished
3779350,5931,3,1,2,yes,no,no,yes,yes,0,no,semi-furnished
9145504,6516,4,2,1,yes,no,yes,no,no,0,no,unfurnished
7415422,6128,3,0,2,no,yes,yes,no,no,1,yes,furnished
2363681,3053,3,1,1,yes,no,yes,no,no,0,no,semi-furnished
2747824,2704,1,1,0,yes,yes,yes,no,no,0,no,unfurnished
3465174,5876,3,1,1,yes,yes,yes,no,no,1,no,unfurnished
4705239,4251,2,1,1,yes,no,yes,no,yes,0,no,semi-furnished
2982642,4600,1,1,1,yes,no,no,no,no,0,no,semi-furnished
7207535,6079,4,2,1,no,no,no,no,no,0,no,unfurnished
2876233,3367,3,0,2,no,no,no,no,yes,1,no,unfurnished
6614927,6605,3,1,2,yes,yes,yes,no,yes,0,no,furnished
2900247,2712,2,0,1,yes,no,no,no,no,0,no,semi-furnished
3228236,3467,0,1,0,yes,yes,no,no,no,0,no,furnished
6505399,4184,3,2,1,yes,no,yes,no,no,0,yes,unfurnished
9414823,3439,3,2,2,yes,no,yes,no,no,2,yes,semi-furnished
2972713,3178,2,1,2,yes,no,no,no,no,0,no,semi-furnished
4975247,8124,3,2,0,yes,no,no,no,no,0,yes,furnished
3129074,3729,2,0,1,yes,yes,yes,no,no,0,no,semi-furnished
3250815,3363,3,1,2,yes,yes,no,no,yes,1,no,furnished
4145186,7937,3,1,1,yes,no,no,no,yes,2,no,unfurnished
3294399,2182,2,1,3,no,no,no,yes,yes,0,no,semi-furnished
7242895,11499,4,1,2,yes,no,yes,no,no,0,no,semi-furnished
4467336,4493,3,2,1,yes,no,yes,no,no,0,no,unfurnished
9797950,13202,2,1,2,yes,yes,yes,no,no,2,no,unfurnished
7231716,11468,3,1,1,yes,no,no,no,no,0,no,semi-furnished
3773332,5890,2,0,2,yes,no,no,no,no,0,no,semi-furnished
5405401,6170,3,1,1,yes,no,no,no,no,1,no,unfurnished
3003840,4901,2,0,1,yes,no,no,no,no,0,yes,furnished
5476427,6779,3,2,2,yes,no,no,no,yes,1,no,semi-furnished
4954426,2657,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished
10663341,7588,3,2,1,yes,no,no,no,no,1,no,semi-furnished
3963153,5985,1,0,1,yes,yes,no,no,no,0,no,unfurnished
3606696,3395,1,2,0,no,no,no,no,no,0,yes,unfurnished
5219803,8334,3,0,2,yes,yes,no,no,no,2,yes,semi-furnished
5710017,5840,3,1,4,yes,no,no,no,no,0,no,semi-furnished
6067153,5584,3,1,0,yes,no,yes,no,no,0,no,furnished
6889334,5952,2,0,1,yes,yes,yes,no,no,0,yes,furnished
2552932,4305,1,1,0,yes,yes,no,no,no,0,no,furnished
2922115,4844,1,0,0,yes,no,no,yes,no,0,yes,furnished
6242913,3864,2,2,3,yes,no,no,no,no,2,no,furnished
5609820,6709,4,2,1,yes,no,no,no,no,1,yes,furnished
3357509,3647,2,1,0,no,no,yes,no,no,0,no,furnished
3256684,3929,2,0,0,yes,no,no,no,yes,0,yes,semi-furnished
3018491,3512,2,0,1,no,no,no,no,no,0,no,semi-furnished
7354049,7613,4,1,4,yes,no,yes,no,yes,1,no,semi-furnished
9422936,6569,3,1,2,yes,no,yes,no,no,0,yes,furnished
8573161,8698,3,2,2,yes,no,no,no,no,2,no,semi-furnished
4298476,5402,2,1,1,yes,no,no,yes,no,0,no,furnished
5246479,6187,2,0,1,yes,no,no,no,no,0,no,semi-furnished
3241137,3221,1,0,1,yes,yes,no,no,no,1,no,unfurnished
3369903,3591,2,0,1,yes,no,no,no,no,0,yes,unfurnished
4461904,3368,2,1,2,yes,no,no,no,no,0,no,unfurnished
9371784,6552,4,2,1,yes,no,no,no,yes,0,no,semi-furnished
5158411,7577,3,1,2,yes,no,no,no,no,2,no,furnished
8512320,7157,3,1,3,yes,no,no,no,no,1,yes,unfurnished
5156597,8380,3,0,1,yes,no,yes,no,no,1,yes,unfurnished
5425155,6707,3,2,1,yes,yes,no,no,yes,1,no,furnished
2858712,4614,2,1,0,yes,no,no,no,no,0,yes,furnished
3856286,3607,2,0,1,yes,no,no,yes,yes,0,no,unfurnished
4164080,3543,3,1,2,yes,no,yes,no,no,0,no,unfurnished
5618526,6283,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
4282018,7733,1,0,1,yes,no,no,no,no,0,no,furnished
1905957,3559,5,0,1,yes,no,no,no,yes,0,no,semi-furnished
3561835,12798,2,0,1,yes,no,no,no,no,0,yes,unfurnished
5133414,3356,3,0,1,yes,no,no,no,no,0,no,semi-furnished
3894971,4556,3,1,1,yes,no,no,no,yes,0,no,unfurnished
5891074,6263,3,1,0,yes,no,no,no,no,2,no,semi-furnished
3101278,4420,2,0,1,yes,no,no,no,no,0,no,semi-furnished
6231008,6538,2,2,2,yes,yes,no,no,no,0,yes,furnished
4381462,4232,3,0,2,yes,no,no,yes,no,0,no,furnished
3941500,4524,3,1,2,no,no,no,no,no,0,no,furnished
5988275,11506,2,0,3,yes,no,no,no,no,1,yes,unfurnished
3713747,5656,2,0,0,yes,no,no,yes,no,0,no,semi-furnished
2855420,5376,4,1,2,no,no,no,no,no,0,no,unfurnished
2338236,2680,2,0,0,yes,yes,no,no,no,0,yes,unfurnished
3457515,3078,2,0,1,yes,no,no,no,no,0,yes,unfurnished
3197646,3462,3,0,1,yes,no,yes,no,no,1,no,furnished
4937000,4711,3,0,2,no,no,no,yes,no,2,no,furnished
5013937,5755,2,0,1,yes,no,no,no,no,0,no,semi-furnished
3514751,2160,3,1,2,yes,no,no,no,yes,0,yes,furnished
4158701,4179,2,0,1,yes,no,no,no,yes,0,no,furnished
3214114,3443,1,1,0,yes,no,no,no,no,0,yes,semi-furnished
3315232,3549,3,1,0,yes,no,no,no,no,2,no,semi-furnished
2373269,3301,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3184693,2906,2,0,1,yes,no,no,no,no,0,no,semi-furnished
3082520,3743,3,1,1,yes,no,yes,no,no,0,no,unfurnished
5516875,6218,2,2,1,yes,no,no,no,no,2,no,semi-furnished
5661675,4722,4,2,3,yes,no,no,no,yes,0,no,semi-furnished
4011503,5918,4,2,2,yes,no,no,no,no,0,no,furnished
7244032,5830,4,2,3,no,yes,yes,no,no,1,no,unfurnished
4133295,4139,3,0,1,yes,no,no,no,yes,1,no,unfurnished
6180515,5412,2,0,2,no,no,no,no,no,1,no,semi-furnished
4171959,5695,1,0,0,yes,no,no,no,no,2,no,furnished
2112698,2487,2,0,1,yes,no,no,yes,no,0,yes,semi-furnished
3227238,5308,3,1,1,no,no,no,no,no,0,no,unfurnished
3329541,3519,1,1,0,yes,no,yes,no,no,1,no,unfurnished
3449436,3645,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
2894043,3576,3,1,1,yes,no,no,no,yes,0,no,furnished
10987962,7461,2,2,1,no,no,no,no,no,1,yes,semi-furnished
4592793,9878,3,1,0,yes,yes,no,no,no,0,no,furnished
6199515,5514,3,2,4,yes,no,no,no,yes,1,no,semi-furnished
3274417,3316,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
3472776,3005,3,0,2,yes,no,no,no,no,1,no,semi-furnished
3703866,3233,2,0,2,yes,no,yes,no,no,0,no,semi-furnished
3814915,2732,5,2,0,yes,no,no,no,yes,1,no,unfurnished
7510671,11445,4,0,1,yes,no,no,no,no,1,no,unfurnished
2200327,2388,3,0,1,yes,no,yes,no,no,0,no,furnished
5250777,8202,2,0,0,yes,no,yes,no,no,0,no,semi-furnished
3382913,3916,2,0,0,yes,no,yes,no,no,0,no,unfurnished
8429871,6023,2,2,4,yes,no,no,no,no,0,no,unfurnished
3317869,3830,3,1,1,yes,no,no,no,yes,0,yes,furnished
5870907,4717,3,0,0,yes,no,no,no,no,0,yes,furnished
5040152,11383,2,0,2,no,no,no,yes,no,0,no,semi-furnished
9994620,13057,2,1,1,yes,no,no,no,no,1,no,furnished
3542348,4727,1,1,0,yes,no,no,no,no,0,no,unfurnished
3930219,3066,3,0,2,yes,no,no,no,yes,0,no,semi-furnished
4205483,2964,3,0,2,yes,no,no,no,no,0,no,unfurnished
4279098,2139,2,1,1,yes,yes,no,no,no,0,no,furnished
3473500,3078,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
4351599,3098,3,1,2,no,no,no,no,yes,0,yes,semi-furnished
4898216,4788,1,1,1,no,no,yes,no,no,0,no,semi-furnished
2913071,2655,2,0,0,yes,yes,no,no,no,0,no,unfurnished
2530397,3146,1,1,1,yes,yes,no,no,no,0,no,furnished
3774500,6075,3,1,2,yes,yes,no,no,no,0,no,semi-furnished
4628084,2625,2,1,1,yes,no,no,no,yes,0,no,unfurnished
2945805,8028,1,0,1,yes,no,no,no,no,1,no,semi-furnished
4493217,3467,3,1,1,yes,no,no,no,no,2,yes,semi-furnished
5059298,5855,3,0,1,yes,no,no,no,yes,0,yes,furnished
2386541,3814,1,0,0,yes,no,yes,no,yes,0,no,unfurnished
4331075,5697,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
3390855,5855,1,0,1,yes,no,no,no,no,0,yes,unfurnished
8024675,9042,4,1,3,yes,no,no,no,yes,1,no,semi-furnished
8364565,5479,3,1,1,yes,no,no,no,no,1,no,unfurnished
4746633,6970,3,0,2,yes,no,yes,no,no,0,no,unfurnished
2374761,2941,1,0,1,yes,no,no,no,yes,0,no,semi-furnished
13290042,7406,3,2,2,yes,no,no,no,yes,1,yes,unfurnished
4419072,5111,4,1,2,yes,yes,no,no,no,0,no,unfurnished
3500048,2089,3,1,2,yes,no,no,no,no,0,no,semi-furnished
8743824,4358,2,1,2,yes,no,yes,no,yes,0,no,semi-furnished
3473522,4627,3,1,2,yes,no,no,no,no,1,no,unfurnished
7021506,6446,3,2,2,yes,yes,no,no,no,2,no,semi-furnished
